Molecular Formula,rdkit_SMILES,SMILES,chemical name,Molecular Weight
C3H5OP,C#C[PH](C)=O,O=P(C)C#C,ethynyl(methyl)phosphine oxide,88.0458
C2H5N2P,C1CPN=N1,C1CPN=N1,"4,5-dihydro-3H-1,2,3-diazaphosphole",88.0498
C4H2F2,C#CC=C(F)F,C(F)(F)=C(C#C),"1,1-difluorobut-1-en-3-yne",88.0568
C4H2F2,C#CC(F)=CF,C(F)=C(F)(C#C),"1,2-difluorobut-1-en-3-yne",88.0568
C4H2F2,FC#CC=CF,C(F)=C(C#CF),"1,4-difluorobut-1-en-3-yne",88.0568
C4H2F2,C=C(F)C#CF,C=C(F)(C#CF),"2,4-difluorobut-1-en-3-yne",88.0568
C3H4O3,O=C1OCCO1,O=C1OCCO1,"1,3-dioxolan-2-one",88.062
C3H4O3,CC(=O)C(=O)O,O=C(C)C(O)=O,2-oxopropanoic acid,88.062
C3H4O3,O=CCC(=O)O,O=C(O)CC=O,3-oxopropanoic acid,88.062
C3H4O3,O=C1CC(O)O1,O=C1OC(O)C1,4-hydroxyoxetan-2-one,88.062
C3H4O3,COC(=O)C=O,COC(C=O)=O,methyl 2-oxoacetate,88.062
C2H4N2O2,O=NCCN=O,O=NCCN=O,"1,2-dinitrosoethane",88.066
C2H4N2O2,N=C(N)C(=O)O,NC(C(O)=O)=N,2-amino-2-iminoacetic acid,88.066
C2H4N2O2,NC=C[N+](=O)[O-],O=[N+](/C=C\N)[O-],2-nitroethen-1-amine,88.066
C2H4N2O2,NC(=O)NC=O,O=C(N)NC=O,N-carbamoylformamide,88.066
C2H4N2O2,O=CNNC=O,O=CNNC=O,N'-formylformohydrazide,88.066
C2H4N2O2,NC(=O)C(N)=O,NC(C(N)=O)=O,oxalamide,88.066
CH4N4O,N=C(N)NN=O,C(=N)(N)NN=O,1-nitrosoguanidine,88.07
C4H5FO,CC#COCF,CC#COC(F),1-(fluoromethoxy)prop-1-yne,88.0814
C4H5FO,C=COC(=C)F,C=COC(F)=C,1-fluoro-1-(vinyloxy)ethene,88.0814
C4H5FO,C=COC=CF,C=COC=C(F),1-fluoro-2-(vinyloxy)ethene,88.0814
C4H5FO,COCC#CF,COC(C#CF),1-fluoro-3-methoxyprop-1-yne,88.0814
C4H5FO,FC12CCC1O2,FC12C(O2)CC1,1-fluoro-5-oxabicyclo[2.1.0]pentane,88.0814
C4H5FO,C#CCC(O)F,OC(F)(CC#C),1-fluorobut-3-yn-1-ol,88.0814
C4H5FO,C#CC(O)CF,OC(CF)(C#C),1-fluorobut-3-yn-2-ol,88.0814
C4H5FO,OC1(F)C=CC1,OC(F)(C1)(C=C1),1-fluorocyclobut-2-en-1-ol,88.0814
C4H5FO,O=CC1(F)CC1,C(=O)C(F)(C1)(C1),1-fluorocyclopropane-1-carbaldehyde,88.0814
C4H5FO,CC(F)C1=CO1,FC(C)C1=CO1,2-(1-fluoroethyl)oxirene,88.0814
C4H5FO,C=C(F)C1CO1,FC(C1CO1)=C,2-(1-fluorovinyl)oxirane,88.0814
C4H5FO,FCCC1=CO1,FCCC1=CO1,2-(2-fluoroethyl)oxirene,88.0814
C4H5FO,FC=CC1CO1,FC=CC1CO1,2-(2-fluorovinyl)oxirane,88.0814
C4H5FO,CC1=C(CF)O1,CC(O1)=C1CF,2-(fluoromethyl)-3-methyloxirene,88.0814
C4H5FO,C=C(C=O)CF,C(=O)C(CF)=C,2-(fluoromethyl)acrylaldehyde,88.0814
C4H5FO,CCC1=C(F)O1,FC(O1)=C1CC,2-ethyl-3-fluorooxirene,88.0814
C4H5FO,FC1OC12CC2,FC1C2(CC2)O1,2-fluoro-1-oxaspiro[2.2]pentane,88.0814
C4H5FO,C=CC1(F)CO1,FC1(C=C)CO1,2-fluoro-2-vinyloxirane,88.0814
C4H5FO,C=CC1OC1F,FC1C(C=C)O1,2-fluoro-3-vinyloxirane,88.0814
C4H5FO,FC1CC2OC12,FC1CC2C1O2,2-fluoro-5-oxabicyclo[2.1.0]pentane,88.0814
C4H5FO,CC=C(F)C=O,C(=O)C(F)=C(C),2-fluorobut-2-enal,88.0814
C4H5FO,C=CC(F)C=O,C(=O)C(F)(C=C),2-fluorobut-3-enal,88.0814
C4H5FO,C#CC(F)CO,OC(C(F)C#C),2-fluorobut-3-yn-1-ol,88.0814
C4H5FO,C#CC(C)(O)F,OC(F)(C)(C#C),2-fluorobut-3-yn-2-ol,88.0814
C4H5FO,OC1CC=C1F,OC(C1)(C(F)=C1),2-fluorocyclobut-2-en-1-ol,88.0814
C4H5FO,O=CC1CC1F,C(=O)C(C1)(C1F),2-fluorocyclopropane-1-carbaldehyde,88.0814
C4H5FO,C#CCOCF,C(F)OC(C#C),3-(fluoromethoxy)prop-1-yne,88.0814
C4H5FO,COC#CCF,C(F)C#COC,3-fluoro-1-methoxyprop-1-yne,88.0814
C4H5FO,CC(C=O)=CF,C(=O)C(C)=C(F),3-fluoro-2-methylacrylaldehyde,88.0814
C4H5FO,C#CC(F)OC,COC(F)(C#C),3-fluoro-3-methoxyprop-1-yne,88.0814
C4H5FO,CC(F)=CC=O,C(=O)C=C(F)(C),3-fluorobut-2-enal,88.0814
C4H5FO,C=C(F)CC=O,C(=O)C(C(F)=C),3-fluorobut-3-enal,88.0814
C4H5FO,OC1C=C(F)C1,OC(C1)(C=C1F),3-fluorocyclobut-2-en-1-ol,88.0814
C4H5FO,FC1CC12CO2,FC1C2(C1)CO2,4-fluoro-1-oxaspiro[2.2]pentane,88.0814
C4H5FO,O=CC=CCF,C(=O)C=C(CF),4-fluorobut-2-enal,88.0814
C4H5FO,O=CCC=CF,C(=O)C(C=CF),4-fluorobut-3-enal,88.0814
C4H5FO,OCCC#CF,OC(CC#CF),4-fluorobut-3-yn-1-ol,88.0814
C4H5FO,CC(O)C#CF,OC(C)(C#CF),4-fluorobut-3-yn-2-ol,88.0814
C4H5FO,OC1C=CC1F,OC(C1F)(C=C1),4-fluorocyclobut-2-en-1-ol,88.0814
CN2OS,N#CSN=O,N#CSN=O,cyanic nitrous thioanhydride,88.084
C3H5FN2,C#CC(F)NN,NNC(F)(C#C),(1-fluoroprop-2-yn-1-yl)hydrazine,88.0854
C3H5FN2,NNCC#CF,NNC(C#CF),(3-fluoroprop-2-yn-1-yl)hydrazine,88.0854
C4H9P,CC1(P)CC1,CC1(P)CC1,(1-methylcyclopropyl)phosphane,88.0898
C4H9P,C=C(C)CP,C=C(C)CP,(2-methylallyl)phosphane,88.0898
C4H9P,PCC1CC1,PCC1CC1,(cyclopropylmethyl)phosphane,88.0898
C4H9P,CCP1CC1,CCP1CC1,1-ethylphosphirane,88.0898
C4H9P,CP1CCC1,CP1CCC1,1-methylphosphetane,88.0898
C4H9P,CCC1CP1,CCC1CP1,2-ethylphosphirane,88.0898
C4H9P,C=CCPC,CPCC=C,allyl(methyl)phosphane,88.0898
C4H9P,CC=CCP,C(=C/CP)\C,but-2-en-1-ylphosphane,88.0898
C4H9P,C=CCCP,C=CCCP,but-3-en-1-ylphosphane,88.0898
C4H9P,C=CC(C)P,CC(P)C=C,but-3-en-2-ylphosphane,88.0898
C4H9P,PC1CCC1,PC1CCC1,cyclobutylphosphane,88.0898
C4H9P,CPC1CC1,CPC1CC1,cyclopropyl(methyl)phosphane,88.0898
C4H9P,C=CP(C)C,CP(C)C=C,dimethyl(vinyl)phosphane,88.0898
C4H9P,C=CPCC,CCPC=C,ethyl(vinyl)phosphane,88.0898
C4H9P,C1CCPC1,C1CCCP1,phospholane,88.0898
C4H8O2,CC1OC1CO,CC1OC1CO,(3-methyloxiran-2-yl)methanol,88.106
C4H8O2,C=CCOCO,OCOCC=C,(allyloxy)methanol,88.106
C4H8O2,OCC1(O)CC1,OCC(O)(C1)(C1),1-(hydroxymethyl)cyclopropan-1-ol,88.106
C4H8O2,CC(O)C1CO1,OC(C)C1OC1,1-(oxiran-2-yl)ethan-1-ol,88.106
C4H8O2,C1COCOC1,O1COCCC1,"1,3-dioxane",88.106
C4H8O2,C1COCCO1,O1CCOCC1,"1,4-dioxane",88.106
C4H8O2,CCC(=O)CO,OCC(CC)=O,1-hydroxybutan-2-one,88.106
C4H8O2,COC1(O)CC1,OC1(OC)CC1,1-methoxycyclopropan-1-ol,88.106
C4H8O2,C=CC(O)OC,OC(OC)C=C,1-methoxyprop-2-en-1-ol,88.106
C4H8O2,COCC(C)=O,CC(COC)=O,1-methoxypropan-2-one,88.106
C4H8O2,COCC1CO1,COCC1OC1,2-(methoxymethyl)oxirane,88.106
C4H8O2,C=COCCO,OCCOC=C,2-(vinyloxy)ethan-1-ol,88.106
C4H8O2,CCOCC=O,CCOCC=O,2-ethoxyacetaldehyde,88.106
C4H8O2,CC(C)(O)C=O,OC(C)(C=O)C,2-hydroxy-2-methylpropanal,88.106
C4H8O2,CC1OCCO1,CC1OCCO1,"2-methyl-1,3-dioxolane",88.106
C4H8O2,C=C(CO)CO,OCC(CO)=C,"2-methylenepropane-1,3-diol",88.106
C4H8O2,CC(C=O)CO,O=CC(C)CO,3-hydroxy-2-methylpropanal,88.106
C4H8O2,CC(=O)C(C)O,CC(C(O)C)=O,3-hydroxybutan-2-one,88.106
C4H8O2,CC(O)CC=O,CC(CC=O)O,3-hydroxybutanal,88.106
C4H8O2,COC1COC1,COC1COC1,3-methoxyoxetane,88.106
C4H8O2,COCCC=O,O=CCCOC,3-methoxypropanal,88.106
C4H8O2,CC1(O)COC1,OC1(C)COC1,3-methyloxetan-3-ol,88.106
C4H8O2,CC(=O)CCO,OCCC(C)=O,4-hydroxybutan-2-one,88.106
C4H8O2,O=CCCCO,O=CCCCO,4-hydroxybutanal,88.106
C4H8O2,CC1COCO1,CC1OCOC1,"4-methyl-1,3-dioxolane",88.106
C4H8O2,OCC=CCO,OC/C=C/CO,"but-2-ene-1,4-diol",88.106
C4H8O2,C=CC(O)CO,OCC(O)(C=C),"but-3-ene-1,2-diol",88.106
C4H8O2,CCCC(=O)O,OC(=O)C(CC),butyric acid,88.106
C4H8O2,OC1CCC1O,OC(C1)C(O)(C1),"cyclobutane-1,2-diol",88.106
C4H8O2,OCOC1CC1,OCOC1CC1,cyclopropoxymethanol,88.106
C4H8O2,CCOC(C)=O,CCOC(C)=O,ethyl acetate,88.106
C4H8O2,CC(C)C(=O)O,OC(C(C)C)=O,isobutyric acid,88.106
C4H8O2,CC(C)OC=O,O=COC(C)C,isopropyl formate,88.106
C4H8O2,CCC(=O)OC,COC(CC)=O,methyl propionate,88.106
C4H8O2,OCC1CCO1,OCC1OCC1,oxetan-2-ylmethanol,88.106
C4H8O2,OCC1COC1,OCC1COC1,oxetan-3-ylmethanol,88.106
C4H8O2,CCCOC=O,O=COCCC,propyl formate,88.106
C4H8O2,OC1CCCO1,OC1CCCO1,tetrahydrofuran-2-ol,88.106
C4H8O2,OC1CCOC1,OC1COCC1,tetrahydrofuran-3-ol,88.106
C3H8N2O,CC=C(N)NO,ONC(N)=CC,1-(hydroxyamino)prop-1-en-1-amine,88.11
C3H8N2O,CC(=O)C(N)N,NC(C(C)=O)N,"1,1-diaminopropan-2-one",88.11
C3H8N2O,CN(C)C(N)=O,NC(N(C)C)=O,"1,1-dimethylurea",88.11
C3H8N2O,CNC(=O)NC,CNC(NC)=O,"1,3-dimethylurea",88.11
C3H8N2O,CCNC(N)=O,NC(NCC)=O,1-ethylurea,88.11
C3H8N2O,CCC(N)N=O,NC(CC)N=O,1-nitrosopropan-1-amine,88.11
C3H8N2O,CNCC(N)=O,O=C(N)CNC,2-(methylamino)acetamide,88.11
C3H8N2O,CNC(=O)CN,CNC(CN)=O,2-amino-N-methylacetamide,88.11
C3H8N2O,CC(N)C(N)=O,NC(C(N)=O)C,2-aminopropanamide,88.11
C3H8N2O,COC=C(N)N,NC(N)=COC,"2-methoxyethene-1,1-diamine",88.11
C3H8N2O,NC(N)=CCO,NC(N)=CCO,"3,3-diaminoprop-2-en-1-ol",88.11
C3H8N2O,NCCC(N)=O,NCCC(N)=O,3-aminopropanamide,88.11
C3H8N2O,NCCNC=O,NCCNC=O,N-(2-aminoethyl)formamide,88.11
C3H8N2O,CN(C)NC=O,O=CNN(C)C,"N',N'-dimethylformohydrazide",88.11
C3H8N2O,NNC1COC1,NNC1COC1,oxetan-3-ylhydrazine,88.11
C3H8N2O,CCC(=O)NN,NNC(CC)=O,propionohydrazide,88.11
C3H8N2O,OC1CNNC1,OC1CNNC1,pyrazolidin-4-ol,88.11
C2H8N4,CN(N)C(=N)N,[N@H]=C(N)N(N)C,1-methylhydrazine-1-carboximidamide,88.114
C2H8N4,CNC(=N)NN,CNC(=N)NN,N-methylhydrazinecarboximidamide,88.114
C3H4OS,C1=CSCO1,C1OC=CS1,"1,3-oxathiole",88.124
C3H4OS,C1=COSC1,C1\C=C/OS1,"3H-1,2-oxathiole",88.124
C3H4OS,O=CCC=S,O=CCC=S,3-thioxopropanal,88.124
C3H4OS,C=CC=S=O,O=S=CC=C,allylidene-lambda4-sulfanone,88.124
C3H4OS,C=CC(=O)S,C=CC(=O)S,prop-2-enethioic S-acid,88.124
C3H4OS,O=C1CCS1,O=C1SCC1,thietan-2-one,88.124
C3H4OS,O=C1CSC1,O=C1CSC1,thietan-3-one,88.124
C5H9F,CC(F)C1CC1,C(C1)(C1)(C(F)C),(1-fluoroethyl)cyclopropane,88.1254
C5H9F,FCCC1CC1,C(C1)(C1)(CCF),(2-fluoroethyl)cyclopropane,88.1254
C5H9F,FCC1CCC1,C(CF)(C1)(CC1),(fluoromethyl)cyclobutane,88.1254
C5H9F,CC1(CF)CC1,C(C)(CF)(C1)(C1),1-(fluoromethyl)-1-methylcyclopropane,88.1254
C5H9F,CC1CC1CF,CC1CC1CF,1-(fluoromethyl)-2-methylcyclopropane,88.1254
C5H9F,CCC1(F)CC1,C(F)(C1)(C1)(CC),1-ethyl-1-fluorocyclopropane,88.1254
C5H9F,CCC1CC1F,C(C1)(C1F)(CC),1-ethyl-2-fluorocyclopropane,88.1254
C5H9F,CC1CC1(C)F,CC1CC1(C)F,"1-fluoro-1,2-dimethylcyclopropane",88.1254
C5H9F,CC1(F)CCC1,C(F)(C)(C1)(CC1),1-fluoro-1-methylcyclobutane,88.1254
C5H9F,CC1C(C)C1F,FC1C(C)C1C,"1-fluoro-2,3-dimethylcyclopropane",88.1254
C5H9F,CCC(C)=CF,C(F)=C(C)(CC),1-fluoro-2-methylbut-1-ene,88.1254
C5H9F,CC=C(C)CF,C(C)=C(C)(CF),1-fluoro-2-methylbut-2-ene,88.1254
C5H9F,CC1CCC1F,C(C)(C1)(C(F)C1),1-fluoro-2-methylcyclobutane,88.1254
C5H9F,CC(C)C=CF,C(C)(C)(C=CF),1-fluoro-3-methylbut-1-ene,88.1254
C5H9F,CC(C)=CCF,C(CF)=C(C)(C),1-fluoro-3-methylbut-2-ene,88.1254
C5H9F,CC1CC(F)C1,C(C)(C1)(CC1F),1-fluoro-3-methylcyclobutane,88.1254
C5H9F,CCCC=CF,C(C)(CC=CF),1-fluoropent-1-ene,88.1254
C5H9F,CCC=CCF,C(CF)=C(CC),1-fluoropent-2-ene,88.1254
C5H9F,C=C(CC)CF,C=C(CF)(CC),2-(fluoromethyl)but-1-ene,88.1254
C5H9F,CC1(C)CC1F,C(C)(C)(C1)(C1F),"2-fluoro-1,1-dimethylcyclopropane",88.1254
C5H9F,C=C(F)C(C)C,C(C)(C)(C(F)=C),2-fluoro-3-methylbut-1-ene,88.1254
C5H9F,CC(C)=C(C)F,C(F)(C)=C(C)(C),2-fluoro-3-methylbut-2-ene,88.1254
C5H9F,C=C(F)CCC,C(C)(CC(F)=C),2-fluoropent-1-ene,88.1254
C5H9F,CCC=C(C)F,C(F)(C)=C(CC),2-fluoropent-2-ene,88.1254
C5H9F,C=C(C)C(C)F,C=C(C)(C(F)C),3-fluoro-2-methylbut-1-ene,88.1254
C5H9F,C=CC(C)(C)F,C(F)(C)(C)(C=C),3-fluoro-3-methylbut-1-ene,88.1254
C5H9F,C=CC(F)CC,C(C)(C(F)C=C),3-fluoropent-1-ene,88.1254
C5H9F,CC=C(F)CC,C(C)=C(F)(CC),3-fluoropent-2-ene,88.1254
C5H9F,C=C(C)CCF,C=C(C)(CCF),4-fluoro-2-methylbut-1-ene,88.1254
C5H9F,C=CC(C)CF,C(C)(CF)(C=C),4-fluoro-3-methylbut-1-ene,88.1254
C5H9F,C=CCC(C)F,C(F)(C)(CC=C),4-fluoropent-1-ene,88.1254
C5H9F,CC=CC(C)F,C(C)=C(C(F)C),4-fluoropent-2-ene,88.1254
C5H9F,C=CCCCF,C(CF)(CC=C),5-fluoropent-1-ene,88.1254
C5H9F,CC=CCCF,C(C)=C(CCF),5-fluoropent-2-ene,88.1254
C5H9F,FC1CCCC1,C(CC1)(CC1F),fluorocyclopentane,88.1254
C2S2,S=C=C=S,C(=C=S)=S,"ethene-1,2-dithione",88.142
C5H12O,CCCOCC,CCOCCC,1-ethoxypropane,88.15
C5H12O,COCC(C)C,COCC(C)C,1-methoxy-2-methylpropane,88.15
C5H12O,CCCCOC,COCCCC,1-methoxybutane,88.15
C5H12O,CC(C)(C)CO,OCC(C)(C)C,"2,2-dimethylpropan-1-ol",88.15
C5H12O,CCOC(C)C,CCOC(C)C,2-ethoxypropane,88.15
C5H12O,COC(C)(C)C,COC(C)(C)C,2-methoxy-2-methylpropane,88.15
C5H12O,CCC(C)OC,COC(CC)C,2-methoxybutane,88.15
C5H12O,CCC(C)CO,OCC(CC)C,2-methylbutan-1-ol,88.15
C5H12O,CCC(C)(C)O,OC(C)(CC)C,2-methylbutan-2-ol,88.15
C5H12O,CC(C)CCO,OCCC(C)C,3-methylbutan-1-ol,88.15
C5H12O,CC(C)C(C)O,OC(C(C)C)C,3-methylbutan-2-ol,88.15
C5H12O,CCCCCO,OCCCCC,pentan-1-ol,88.15
C5H12O,CCCC(C)O,OC(CCC)C,pentan-2-ol,88.15
C5H12O,CCC(O)CC,OC(CC)CC,pentan-3-ol,88.15
C4H12N2,CN(C)N(C)C,CN(N(C)C)C,"1,1,2,2-tetramethylhydrazine",88.154
C4H12N2,CCN(N)CC,CCN(N)CC,"1,1-diethylhydrazine",88.154
C4H12N2,CCNNCC,CCNNCC,"1,2-diethylhydrazine",88.154
C4H12N2,CCN(C)NC,CN(NC)CC,"1-ethyl-1,2-dimethylhydrazine",88.154
C4H12N2,CC(C)N(C)N,CN(N)C(C)C,1-isopropyl-1-methylhydrazine,88.154
C4H12N2,CNNC(C)C,CNNC(C)C,1-isopropyl-2-methylhydrazine,88.154
C4H12N2,CCCN(C)N,CN(N)CCC,1-methyl-1-propylhydrazine,88.154
C4H12N2,CCCNNC,CNNCCC,1-methyl-2-propylhydrazine,88.154
C4H12N2,CCNN(C)C,CN(NCC)C,"2-ethyl-1,1-dimethylhydrazine",88.154
C4H12N2,CC(C)(N)CN,CC(N)(C)CN,"2-methylpropane-1,2-diamine",88.154
C4H12N2,CC(CN)CN,NCC(C)CN,"2-methylpropane-1,3-diamine",88.154
C4H12N2,CCC(N)CN,NC(CC)CN,"butane-1,2-diamine",88.154
C4H12N2,CC(N)CCN,CC(N)CCN,"butane-1,3-diamine",88.154
C4H12N2,NCCCCN,NCCCCN,"butane-1,4-diamine",88.154
C4H12N2,CC(N)C(C)N,C[C@@H](N)[C@H](N)C,"butane-2,3-diamine",88.154
C4H12N2,CCCCNN,NNCCCC,butylhydrazine,88.154
C4H12N2,CC(C)CNN,NNCC(C)C,isobutylhydrazine,88.154
C4H12N2,CN(C)CCN,NCCN(C)C,"N1,N1-dimethylethane-1,2-diamine",88.154
C4H12N2,CNCCNC,CNCCNC,"N1,N2-dimethylethane-1,2-diamine",88.154
C4H12N2,CCNCCN,NCCNCC,"N1-ethylethane-1,2-diamine",88.154
C4H12N2,CNCC(C)N,NC(C)CNC,"N1-methylpropane-1,2-diamine",88.154
C4H12N2,CNCCCN,NCCCNC,"N1-methylpropane-1,3-diamine",88.154
C4H12N2,CNC(C)CN,NCC(C)NC,"N2-methylpropane-1,2-diamine",88.154
C4H12N2,CCC(C)NN,NNC(CC)C,sec-butylhydrazine,88.154
C4H12N2,CC(C)(C)NN,NNC(C)(C)C,tert-butylhydrazine,88.154
C4H8S,CC1(S)CC1,SC1(CC1)C,1-methylcyclopropane-1-thiol,88.168
C4H8S,CC1(C)CS1,CC1(C)CS1,"2,2-dimethylthiirane",88.168
C4H8S,CC1SC1C,CC1C(C)S1,"2,3-dimethylthiirane",88.168
C4H8S,CCC1CS1,CCC1CS1,2-ethylthiirane,88.168
C4H8S,CC(C)=CS,C/C(C)=C\S,2-methylprop-1-ene-1-thiol,88.168
C4H8S,C=C(C)CS,SCC(C)=C,2-methylprop-2-ene-1-thiol,88.168
C4H8S,CC1CCS1,CC1SCC1,2-methylthietane,88.168
C4H8S,CC1CSC1,CC1CSC1,3-methylthietane,88.168
C4H8S,C=CCSC,CSCC=C,allyl(methyl)sulfane,88.168
C4H8S,CC=CCS,SC/C=C/C,but-2-ene-1-thiol,88.168
C4H8S,CC=C(C)S,S\C(=C/C)C,but-2-ene-2-thiol,88.168
C4H8S,C=CCCS,SCCC=C,but-3-ene-1-thiol,88.168
C4H8S,C=CC(C)S,SC(C=C)C,but-3-ene-2-thiol,88.168
C4H8S,CCC(C)=S,S=C(C)CC,butane-2-thione,88.168
C4H8S,SC1CCC1,SC1CCC1,cyclobutanethiol,88.168
C4H8S,CSC1CC1,CSC1CC1,cyclopropyl(methyl)sulfane,88.168
C4H8S,SCC1CC1,SCC1CC1,cyclopropylmethanethiol,88.168
C4H8S,C=CSCC,CCSC=C,ethyl(vinyl)sulfane,88.168
C4H8S,CC=CSC,CSC=CC,methyl(prop-1-en-1-yl)sulfane,88.168
C4H8S,C=C(C)SC,CSC(C)=C,methyl(prop-1-en-2-yl)sulfane,88.168
C4H8S,C1CCSC1,C(C1)SC(C1),tetrahydrothiophene,88.168
C3H8OSi,C[Si]1(O)CC1,C[Si]1(O)CC1,1-methylsiliran-1-ol,88.181
C4H12Si,C[Si](C)(C)C,C[Si](C)(C)C,tetramethylsilane,88.225
C3HClO,O=CC#CCl,O=CC#CCl,3-chloropropiolaldehyde,88.49
C4H5Cl,ClC=C1CC1,ClC=C1CC1,(chloromethylene)cyclopropane,88.534
C4H5Cl,ClCC1=CC1,ClCC1=CC1,1-(chloromethyl)cycloprop-1-ene,88.534
C4H5Cl,CC1=C(Cl)C1,ClC(C1)=C1C,1-chloro-2-methylcycloprop-1-ene,88.534
C4H5Cl,C=C1CC1Cl,C=C1CC1Cl,1-chloro-2-methylenecyclopropane,88.534
C4H5Cl,CC1C=C1Cl,ClC1=CC1C,1-chloro-3-methylcycloprop-1-ene,88.534
C4H5Cl,CCC#CCl,CCC#CCl,1-chlorobut-1-yne,88.534
C4H5Cl,CC#CCCl,CC#CCCl,1-chlorobut-2-yne,88.534
C4H5Cl,C=CC=CCl,C=CC=CCl,"1-chlorobuta-1,3-diene",88.534
C4H5Cl,ClC1=CCC1,ClC1=CCC1,1-chlorocyclobut-1-ene,88.534
C4H5Cl,C=CC(=C)Cl,C=CC(Cl)=C,"2-chlorobuta-1,3-diene",88.534
C4H5Cl,ClCC1C=C1,ClCC1C=C1,3-(chloromethyl)cycloprop-1-ene,88.534
C4H5Cl,CC1=CC1Cl,CC1=CC1Cl,3-chloro-1-methylcycloprop-1-ene,88.534
C4H5Cl,CC1(Cl)C=C1,ClC1(C)C=C1,3-chloro-3-methylcycloprop-1-ene,88.534
C4H5Cl,C#CC(C)Cl,CC(C#C)Cl,3-chlorobut-1-yne,88.534
C4H5Cl,ClC1C=CC1,ClC1CC=C1,3-chlorocyclobut-1-ene,88.534
C4H5Cl,C#CCCCl,ClCCC#C,4-chlorobut-1-yne,88.534
C3H9BFN,CB(F)N(C)C,FB(N(C)C)C,"1-fluoro-N,N,1-trimethylboranamine",88.9204
C2H4NOP,C1=NPOC1,C1C=NPO1,"2,5-dihydro-1,3,2-oxazaphosphole",89.0338
C2H3NO3,O=C(O)C=NO,O=C(O)C=NO,2-(hydroxyimino)acetic acid,89.05
C2H3NO3,NC(=O)C(=O)O,NC(C(O)=O)=O,2-amino-2-oxoacetic acid,89.05
C2H3NO3,C=CO[N+](=O)[O-],C=CO[N+](=O)[O-],vinyl nitrate,89.05
CH3N3O2,NC(=O)NN=O,O=C(N)NN=O,1-nitrosourea,89.054
C3H4FNO,ON1C=CC1F,FC1N(O)C=C1,2-fluoroazet-1(2H)-ol,89.0694
C3H4FNO,FC1C=CON1,FC1NOC=C1,"3-fluoro-2,3-dihydroisoxazole",89.0694
C3H4FNO,FC1=CCON1,FC1=CCON1,"3-fluoro-2,5-dihydroisoxazole",89.0694
C3H4FNO,ON1C=C(F)C1,FC1=CN(O)C1,3-fluoroazet-1(2H)-ol,89.0694
C3H4FNO,O=C1NCC1F,FC1CNC1=O,3-fluoroazetidin-2-one,89.0694
C3H4FNO,FC1=CONC1,FC1=CONC1,"4-fluoro-2,3-dihydroisoxazole",89.0694
C3H4FNO,FC1=CNOC1,FC1=CNOC1,"4-fluoro-2,5-dihydroisoxazole",89.0694
C3H4FNO,ON1CC=C1F,FC1=CCN1O,4-fluoroazet-1(2H)-ol,89.0694
C3H4FNO,O=C1CC(F)N1,O=C1CC(F)N1,4-fluoroazetidin-2-one,89.0694
C3H4FNO,FC1=CCNO1,FC1=CCNO1,"5-fluoro-2,3-dihydroisoxazole",89.0694
C3H4FNO,FC1C=CNO1,FC1C=CNO1,"5-fluoro-2,5-dihydroisoxazole",89.0694
C3H4FNO,C#CC(F)ON,NOC(C#C)F,O-(1-fluoroprop-2-yn-1-yl)hydroxylamine,89.0694
C3H4FNO,NOCC#CF,NOCC#CF,O-(3-fluoroprop-2-yn-1-yl)hydroxylamine,89.0694
C3H7NO2,CCC[N+](=O)[O-],CCC[N+]([O-])=O,1-nitropropane,89.094
C3H7NO2,CNC(=O)CO,CNC(CO)=O,2-hydroxy-N-methylacetamide,89.094
C3H7NO2,CC(O)C(N)=O,NC(C(C)O)=O,2-hydroxypropanamide,89.094
C3H7NO2,COCC(N)=O,NC(COC)=O,2-methoxyacetamide,89.094
C3H7NO2,CC(C)[N+](=O)[O-],CC([N+]([O-])=O)C,2-nitropropane,89.094
C3H7NO2,NCCC(=O)O,NCCC(O)=O,3-aminopropanoic acid,89.094
C3H7NO2,NC(=O)CCO,NC(CCO)=O,3-hydroxypropanamide,89.094
C3H7NO2,CC(N)C(=O)O,N[C@@](C)(C(O)=O)[H],alanine,89.094
C3H7NO2,CCOC(N)=O,NC(OCC)=O,ethyl carbamate,89.094
C3H7NO2,OC1CNOC1,OC1CONC1,isoxazolidin-4-ol,89.094
C3H7NO2,COC(=O)CN,NCC(OC)=O,methyl glycinate,89.094
C3H7NO2,CNCC(=O)O,O=C(O)CNC,methylglycine,89.094
C3H7NO2,O=CNCCO,OCCNC=O,N-(2-hydroxyethyl)formamide,89.094
C3H7NO2,CC(=O)NCO,OCNC(C)=O,N-(hydroxymethyl)acetamide,89.094
C3H7NO2,CCONC=O,CCONC=O,N-ethoxyformamide,89.094
C3H7NO2,CCC(=O)NO,ONC(CC)=O,N-hydroxypropionamide,89.094
C3H7NO2,CONC(C)=O,CONC(C)=O,N-methoxyacetamide,89.094
C3H7NO2,CON(C)C=O,CON(C=O)C,N-methoxy-N-methylformamide,89.094
C3H7NO2,NOC1COC1,NOC1COC1,O-(oxetan-3-yl)hydroxylamine,89.094
C2H7N3O,CC(N=O)NN,NNC(C)N=O,(1-nitrosoethyl)hydrazine,89.098
C2H7N3O,CN(N)C(N)=O,NN(C(N)=O)C,1-methylhydrazine-1-carboxamide,89.098
C2H7N3O,CNC(=O)NN,NNC(NC)=O,N-methylhydrazinecarboxamide,89.098
